,Sales,Quantity,Discount,Profit,First Class,Same Day,Second Class,Standard Class,Consumer,Corporate,Home Office,Central,East,South,West,Furniture,Office Supplies,Technology
999,33.11,7,0.0,12.9129,0,0,0,1,1,0,0,0,0,1,0,1,0,0
1000,44.02,2,0.0,11.4452,0,0,0,1,0,0,1,0,0,0,1,0,1,0
1001,2309.65,7,0.0,762.1845,0,1,0,0,1,0,0,0,1,0,0,0,0,1
1002,1090.782,7,0.4,-290.8752,0,1,0,0,1,0,0,0,1,0,0,1,0,0
1003,19.44,3,0.0,9.3312,0,1,0,0,1,0,0,0,1,0,0,0,1,0
1004,484.65,3,0.0,92.0835,0,0,0,1,1,0,0,0,0,0,1,0,1,0
1005,115.296,3,0.2,40.3536,0,0,0,1,1,0,0,0,0,1,0,0,1,0
1006,7.08,3,0.2,2.478,1,0,0,0,1,0,0,0,0,0,1,0,1,0
1007,4.401,3,0.7,-3.5208,1,0,0,0,1,0,0,0,0,0,1,0,1,0
1008,44.75,5,0.0,20.585,0,0,0,1,1,0,0,1,0,0,0,0,1,0
1009,95.984,2,0.2,5.999,1,0,0,0,1,0,0,1,0,0,0,0,0,1
1010,151.72,4,0.0,27.3096,1,0,0,0,1,0,0,0,0,0,1,1,0,0
1011,155.25,3,0.0,46.575,0,0,1,0,1,0,0,0,0,0,1,1,0,0
1012,14.03,1,0.0,4.0687,0,0,1,0,1,0,0,0,0,0,1,0,1,0
1013,1618.37,13,0.0,356.0414,0,0,1,0,1,0,0,0,0,0,1,1,0,0
1014,99.6,1,0.0,36.852,0,0,1,0,1,0,0,0,0,0,1,0,0,1
1015,32.4,5,0.0,15.552,0,0,1,0,0,0,1,0,0,0,1,0,1,0
1016,13.96,2,0.0,6.7008,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1017,155.82,3,0.0,63.8862,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1018,124.95,5,0.0,2.499,0,0,0,1,0,1,0,0,1,0,0,0,0,1
1019,601.65,5,0.0,156.429,0,0,0,1,0,1,0,0,1,0,0,0,1,0
1020,22.74,3,0.0,8.8686,0,0,0,1,1,0,0,0,1,0,0,0,1,0
1021,1267.53,3,0.0,316.8825,0,0,0,1,1,0,0,0,1,0,0,1,0,0
1022,1379.92,8,0.0,648.5624,0,0,0,1,1,0,0,0,1,0,0,0,0,1
1023,6.208,2,0.2,2.1728,0,0,0,1,1,0,0,0,1,0,0,0,1,0
1024,11.808,2,0.2,4.2804,1,0,0,0,0,0,1,0,0,0,1,0,1,0
1025,15.552,3,0.2,5.4432,0,0,1,0,0,0,1,0,1,0,0,0,1,0
1026,63.312,3,0.2,20.5764,0,0,1,0,0,0,1,0,1,0,0,0,1,0
1027,15.588,2,0.4,-9.8724,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1028,177.2,5,0.0,83.284,0,0,0,1,0,1,0,0,1,0,0,0,1,0
1029,197.97,3,0.0,57.4113,0,0,0,1,0,1,0,0,1,0,0,0,0,1
1030,854.94,3,0.0,213.735,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1031,124.11,9,0.0,52.1262,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1032,14.4,5,0.0,7.056,0,0,0,1,0,1,0,0,1,0,0,0,1,0
1033,15.696,3,0.2,5.1012,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1034,2.628,2,0.7,-1.9272,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1035,14.427,3,0.7,-10.5798,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1036,86.62,2,0.0,8.662,0,0,0,1,0,0,1,1,0,0,0,1,0,0
1037,36.624,3,0.2,13.734,1,0,0,0,1,0,0,0,0,0,1,0,1,0
1038,23.968,7,0.2,2.6964,1,0,0,0,1,0,0,0,0,1,0,0,1,0
1039,28.728,3,0.2,1.7955,1,0,0,0,1,0,0,0,0,1,0,0,1,0
1040,697.16,4,0.0,146.4036,0,0,0,1,0,0,1,1,0,0,0,1,0,0
1041,31.86,2,0.0,11.151,0,0,1,0,1,0,0,0,1,0,0,0,0,1
1042,722.352,3,0.2,90.294,0,0,1,0,1,0,0,0,1,0,0,1,0,0
1043,8.84,5,0.2,2.9835,1,0,0,0,0,1,0,1,0,0,0,0,1,0
1044,58.464,9,0.8,-146.16,1,0,0,0,0,1,0,1,0,0,0,0,1,0
1045,254.604,14,0.3,-18.186,0,0,0,1,0,0,1,1,0,0,0,1,0,0
1046,1363.96,5,0.2,85.2475,0,0,0,1,1,0,0,0,0,1,0,0,0,1
1047,102.36,3,0.2,-3.8385,0,0,0,1,1,0,0,0,0,1,0,1,0,0
1048,1113.504,12,0.2,125.2692,0,0,1,0,1,0,0,0,0,0,1,0,0,1
1049,99.99,1,0.0,37.9962,0,0,1,0,1,0,0,0,0,0,1,0,0,1
1050,168.464,2,0.2,-29.4812,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1051,6.72,2,0.2,2.436,1,0,0,0,0,1,0,0,1,0,0,0,1,0
1052,282.888,9,0.2,56.5776,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1053,11.16,2,0.0,4.3524,0,0,0,1,0,0,1,0,1,0,0,0,1,0
1054,108.4,2,0.0,22.764,0,0,0,1,0,0,1,0,1,0,0,1,0,0
1055,82.344,3,0.2,27.7911,0,0,0,1,0,0,1,0,1,0,0,0,1,0
1056,9.088,4,0.2,3.2944,0,0,0,1,0,0,1,0,1,0,0,0,1,0
1057,19.936,4,0.2,7.2268,0,0,0,1,0,1,0,0,0,0,1,0,1,0
1058,65.568,2,0.2,22.9488,0,0,0,1,0,1,0,0,0,0,1,0,1,0
1059,4.416,3,0.2,1.6008,0,0,0,1,0,0,1,0,1,0,0,0,1,0
1060,107.772,2,0.3,-29.2524,0,0,0,1,1,0,0,1,0,0,0,1,0,0
1061,45.216,3,0.2,4.5216,0,0,0,1,0,1,0,0,1,0,0,0,1,0
1062,10.416,7,0.2,-2.2134,0,0,0,1,0,1,0,0,1,0,0,0,1,0
1063,7.872,3,0.2,1.2792,0,0,0,1,0,1,0,0,1,0,0,0,1,0
1064,118.782,3,0.4,-27.7158,0,0,0,1,0,1,0,0,1,0,0,0,0,1
1065,1.448,1,0.2,0.2353,0,0,0,1,0,1,0,0,1,0,0,0,1,0
1066,55.47,5,0.7,-46.225,0,0,0,1,0,1,0,0,1,0,0,0,1,0
1067,194.848,4,0.2,12.178,1,0,0,0,1,0,0,0,0,0,1,1,0,0
1068,1.744,1,0.2,-0.3488,0,0,1,0,1,0,0,1,0,0,0,0,1,0
1069,25.176,4,0.7,-18.4624,0,0,0,1,0,0,1,0,1,0,0,0,1,0
1070,19.46,7,0.0,5.0596,0,0,0,1,0,0,1,0,0,0,1,0,1,0
1071,29.472,3,0.2,9.9468,0,0,0,1,0,0,1,0,0,0,1,0,1,0
1072,8.64,2,0.2,3.024,0,0,0,1,1,0,0,0,1,0,0,0,1,0
1073,6.27,5,0.7,-4.598,0,0,0,1,1,0,0,0,0,0,1,0,1,0
1074,4.368,7,0.7,-3.3488,0,0,0,1,1,0,0,0,0,0,1,0,1,0
1075,31.984,2,0.2,1.999,0,0,0,1,1,0,0,0,0,0,1,0,0,1
1076,40.88,7,0.0,10.6288,1,0,0,0,0,0,1,1,0,0,0,0,1,0
1077,119.96,2,0.0,33.5888,0,0,1,0,1,0,0,0,0,0,1,0,1,0
1078,31.44,3,0.0,8.4888,0,0,1,0,1,0,0,0,0,0,1,0,1,0
1079,6.88,1,0.2,2.322,0,0,1,0,1,0,0,0,0,0,1,0,1,0
1080,19.92,4,0.0,9.3624,0,0,0,1,0,1,0,1,0,0,0,0,1,0
1081,1106.91,9,0.0,121.7601,0,0,0,1,0,1,0,1,0,0,0,1,0,0
1082,836.592,8,0.4,-264.9208,0,0,0,1,1,0,0,0,1,0,0,1,0,0
1083,26.38,1,0.0,12.1348,0,0,0,1,1,0,0,0,1,0,0,0,1,0
1084,362.92,2,0.0,105.2468,0,0,0,1,1,0,0,0,1,0,0,0,1,0
1085,4899.93,7,0.0,2400.9657,0,0,0,1,1,0,0,0,1,0,0,0,0,1
1086,6.48,1,0.0,3.1104,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1087,71.976,3,0.2,7.1976,0,0,1,0,0,1,0,0,0,0,1,0,0,1
1088,3.15,1,0.0,1.512,0,0,1,0,0,1,0,0,0,0,1,0,1,0
1089,31.984,2,0.2,1.999,0,0,0,1,0,1,0,0,0,1,0,1,0,0
1090,71.984,2,0.2,25.1944,0,0,0,1,0,1,0,0,0,1,0,0,0,1
1091,120.15,9,0.0,33.642,0,0,0,1,1,0,0,0,0,0,1,0,1,0
1092,219.184,2,0.2,19.1786,0,0,0,1,1,0,0,0,0,0,1,0,0,1
1093,28.9,5,0.0,14.161,0,0,0,1,0,0,1,0,1,0,0,0,1,0
1094,355.96,2,0.0,103.2284,0,0,0,1,0,0,1,0,1,0,0,0,1,0
1095,348.208,7,0.2,30.4682,0,0,0,1,0,0,1,0,0,1,0,0,1,0
1096,35.784,7,0.7,-28.6272,0,0,0,1,0,0,1,0,0,1,0,0,1,0
1097,447.84,5,0.2,11.196,1,0,0,0,0,1,0,0,0,0,1,1,0,0
1098,7.04,4,0.0,2.0416,1,0,0,0,0,0,1,0,0,0,1,0,1,0
1099,8.73,3,0.0,4.1031,1,0,0,0,0,0,1,0,0,0,1,1,0,0
1100,29.29,1,0.0,9.6657,1,0,0,0,0,0,1,0,0,0,1,0,0,1
1101,8.64,3,0.0,2.5056,1,0,0,0,0,0,1,0,0,0,1,0,1,0
1102,2.694,3,0.8,-4.7145,0,0,0,1,1,0,0,1,0,0,0,0,1,0
1103,2.934,3,0.8,-4.9878,0,0,0,1,1,0,0,1,0,0,0,0,1,0
1104,22.92,3,0.0,11.2308,0,0,0,1,1,0,0,0,0,0,1,0,1,0
1105,100.704,6,0.2,-16.3644,0,0,0,1,1,0,0,1,0,0,0,0,1,0
1106,2.328,2,0.6,-0.7566,0,0,0,1,1,0,0,1,0,0,0,1,0,0
1107,10.78,5,0.8,-17.248,0,0,0,1,1,0,0,1,0,0,0,0,1,0
1108,58.368,12,0.2,21.888,0,0,0,1,1,0,0,1,0,0,0,0,1,0
1109,40.968,3,0.2,13.8267,0,0,0,1,1,0,0,1,0,0,0,0,1,0
1110,71.96,5,0.2,25.186,0,0,0,1,1,0,0,1,0,0,0,0,0,1
1111,10.368,2,0.2,3.6288,0,0,0,1,1,0,0,1,0,0,0,0,1,0
1112,1.192,2,0.8,-2.0264,0,0,0,1,1,0,0,1,0,0,0,0,1,0
1113,46.672,2,0.2,16.3352,0,0,1,0,1,0,0,0,0,0,1,0,1,0
1114,119.833,1,0.15,-12.6882,0,0,1,0,1,0,0,0,0,0,1,1,0,0
1115,119.98,2,0.0,57.5904,0,0,1,0,1,0,0,0,0,0,1,0,0,1
1116,6.3,2,0.0,3.024,0,0,1,0,0,1,0,0,0,0,1,0,1,0
1117,279.9,5,0.0,137.151,0,0,0,1,1,0,0,0,0,1,0,0,1,0
1118,619.95,5,0.0,111.591,0,0,0,1,1,0,0,0,0,1,0,0,0,1
1119,4.36,2,0.0,2.0492,0,0,0,1,1,0,0,0,0,1,0,0,1,0
1120,15.28,2,0.0,7.4872,0,0,0,1,1,0,0,0,0,1,0,0,1,0
1121,699.93,7,0.0,181.9818,0,0,0,1,1,0,0,0,0,1,0,0,0,1
1122,22.96,7,0.0,6.6584,0,0,0,1,1,0,0,0,0,1,0,0,1,0
1123,38.6,4,0.0,11.58,0,0,0,1,1,0,0,0,0,1,0,1,0,0
1124,6.63,3,0.0,1.7901,0,0,0,1,1,0,0,0,0,1,0,0,1,0
1125,23.34,3,0.0,10.9698,0,0,0,1,1,0,0,0,0,1,0,0,1,0
1126,1067.94,3,0.0,224.2674,0,0,0,1,1,0,0,0,0,1,0,1,0,0
1127,10.16,1,0.0,2.6416,0,0,0,1,0,0,1,1,0,0,0,0,1,0
1128,101.88,6,0.0,50.94,0,0,0,1,0,0,1,1,0,0,0,0,1,0
1129,343.92,4,0.0,75.6624,0,0,0,1,1,0,0,0,0,1,0,1,0,0
1130,40.99,1,0.0,20.0851,0,0,0,1,1,0,0,0,0,1,0,0,1,0
1131,63.9,5,0.0,28.755,0,0,0,1,1,0,0,0,0,1,0,0,1,0
1132,19.44,3,0.0,9.3312,1,0,0,0,0,1,0,0,0,0,1,0,1,0
1133,124.608,4,0.2,-23.364,0,0,0,1,0,0,1,0,1,0,0,0,1,0
1134,7.56,3,0.2,2.646,0,0,0,1,0,0,1,0,1,0,0,0,1,0
1135,85.224,3,0.2,7.4571,0,1,0,0,1,0,0,0,0,1,0,0,1,0
1136,287.52,8,0.0,129.384,0,0,1,0,0,1,0,1,0,0,0,0,1,0
1137,37.68,2,0.0,10.5504,0,0,1,0,0,1,0,1,0,0,0,0,1,0
1138,19.98,2,0.0,8.991,0,0,1,0,0,1,0,1,0,0,0,0,1,0
1139,20.58,7,0.0,5.5566,0,0,1,0,0,1,0,1,0,0,0,0,1,0
1140,17.38,2,0.0,8.69,0,0,1,0,0,1,0,1,0,0,0,0,1,0
1141,204.6,2,0.0,53.196,0,0,0,1,1,0,0,0,0,0,1,1,0,0
1142,8.72,4,0.0,2.8776,0,0,0,1,1,0,0,0,0,0,1,0,1,0
1143,6.48,1,0.0,3.1104,0,0,0,1,1,0,0,0,0,0,1,0,1,0
1144,686.32,2,0.2,223.054,0,0,0,1,1,0,0,0,0,0,1,0,0,1
1145,62.18,1,0.0,16.7886,0,0,0,1,1,0,0,0,0,0,1,0,1,0
1146,644.076,2,0.1,107.346,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1147,5.84,2,0.0,2.628,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1148,12.76,2,0.0,5.8696,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1149,10.95,1,0.0,0.438,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1150,599.98,2,0.0,209.993,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1151,8.352,6,0.2,1.2528,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1152,3.64,2,0.0,1.638,0,0,0,1,0,1,0,0,0,0,1,0,1,0
1153,159.768,7,0.2,53.9217,0,0,0,1,0,1,0,0,0,0,1,0,1,0
1154,122.48,2,0.0,0.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1155,2244.48,7,0.0,493.7856,1,0,0,0,0,0,1,0,0,1,0,1,0,0
1156,62.31,3,0.0,29.2857,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1157,455.1,2,0.0,100.122,1,0,0,0,0,0,1,0,0,1,0,1,0,0
1158,195.184,1,0.2,19.5184,0,0,1,0,0,1,0,0,0,0,1,1,0,0
1159,362.94,3,0.0,90.735,0,0,0,1,1,0,0,1,0,0,0,0,1,0
1160,11.54,2,0.0,5.77,0,0,0,1,1,0,0,1,0,0,0,0,1,0
1161,53.94,3,0.0,15.6426,0,0,1,0,1,0,0,0,0,0,1,0,1,0
1162,9.99,1,0.0,4.5954,0,0,0,1,0,0,1,0,1,0,0,0,0,1
1163,125.76,3,0.2,40.872,0,0,0,1,0,0,1,0,1,0,0,0,1,0
1164,25.32,5,0.2,9.1785,0,0,0,1,0,0,1,0,1,0,0,0,1,0
1165,46.8,4,0.0,21.06,0,0,0,1,1,0,0,1,0,0,0,0,1,0
1166,447.93,9,0.0,49.2723,0,1,0,0,1,0,0,0,0,0,1,0,0,1
1167,109.48,2,0.0,33.9388,0,0,1,0,1,0,0,0,1,0,0,1,0,0
1168,272.94,3,0.0,0.0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
1169,19.44,3,0.0,9.3312,0,0,1,0,1,0,0,0,1,0,0,0,1,0
1170,31.92,4,0.0,8.2992,0,0,1,0,1,0,0,0,1,0,0,0,1,0
1171,22.38,2,0.0,10.7424,0,0,0,1,1,0,0,1,0,0,0,0,1,0
1172,16.52,5,0.2,5.5755,0,0,0,1,1,0,0,0,0,0,1,0,1,0
1173,5.176,4,0.8,-7.764,0,0,0,1,1,0,0,1,0,0,0,0,1,0
1174,50.112,6,0.2,16.2864,1,0,0,0,0,1,0,0,1,0,0,0,1,0
1175,27.93,3,0.0,8.0997,0,0,0,1,0,0,1,0,1,0,0,0,1,0
1176,11.56,4,0.0,5.4332,0,0,1,0,0,0,1,0,0,0,1,0,1,0
1177,172.5,2,0.0,51.75,0,0,0,1,1,0,0,0,1,0,0,1,0,0
1178,179.97,3,0.0,44.9925,0,0,0,1,1,0,0,0,1,0,0,0,0,1
1179,258.696,3,0.2,64.674,0,0,1,0,0,0,1,1,0,0,0,0,0,1
1180,1322.93,7,0.0,357.1911,0,0,0,1,1,0,0,0,1,0,0,0,0,1
1181,3.76,2,0.0,1.0904,0,0,0,1,1,0,0,0,1,0,0,0,1,0
1182,21.744,1,0.2,7.3386,1,0,0,0,1,0,0,0,0,1,0,0,1,0
1183,7.92,5,0.2,0.693,1,0,0,0,1,0,0,0,0,1,0,0,0,1
1184,12.096,7,0.2,4.2336,0,0,0,1,0,1,0,0,0,0,1,0,1,0
1185,485.88,6,0.0,9.7176,0,0,0,1,0,1,0,0,0,0,1,0,1,0
1186,25.92,4,0.0,12.4416,0,0,0,1,0,1,0,0,0,0,1,0,1,0
1187,197.58,2,0.0,53.3466,0,0,0,1,0,1,0,0,0,0,1,0,1,0
1188,81.92,4,0.0,22.1184,0,0,1,0,0,0,1,0,0,0,1,0,1,0
1189,889.536,8,0.2,66.7152,0,0,1,0,0,0,1,0,0,0,1,0,0,1
1190,892.224,3,0.2,89.2224,0,0,1,0,0,0,1,0,0,0,1,1,0,0
1191,223.92,4,0.0,109.7208,0,0,1,0,0,0,1,0,0,0,1,0,1,0
1192,23.12,4,0.0,11.3288,0,0,1,0,0,0,1,0,0,0,1,0,1,0
1193,15.552,3,0.2,5.4432,0,1,0,0,0,1,0,0,0,1,0,0,1,0
1194,15.712,4,0.2,2.5532,0,1,0,0,0,1,0,0,0,1,0,1,0,0
1195,24.672,2,0.2,2.1588,0,1,0,0,0,1,0,0,0,1,0,0,1,0
1196,55.968,1,0.2,-2.0988,0,1,0,0,0,1,0,0,0,1,0,1,0,0
1197,431.928,9,0.2,64.7892,0,0,0,1,1,0,0,1,0,0,0,0,0,1
1198,95.984,4,0.3,-4.1136,0,0,0,1,1,0,0,1,0,0,0,1,0,0
1199,1088.792,4,0.8,-1850.9464,0,0,0,1,1,0,0,1,0,0,0,0,1,0
1200,544.008,3,0.2,40.8006,0,0,0,1,0,1,0,0,0,0,1,1,0,0
1201,1.872,3,0.7,-1.4352,0,0,0,1,0,1,0,0,0,0,1,0,1,0
1202,854.352,3,0.2,10.6794,0,0,0,1,0,1,0,0,0,0,1,1,0,0
1203,593.568,2,0.2,0.0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
1204,338.04,3,0.2,-33.804,0,0,0,1,0,1,0,0,0,0,1,0,1,0
1205,271.96,5,0.2,16.9975,1,0,0,0,1,0,0,0,0,1,0,0,0,1
1206,11.21,1,0.0,3.363,0,0,1,0,0,1,0,0,1,0,0,0,1,0
1207,9.144,3,0.2,3.2004,0,0,1,0,0,1,0,0,1,0,0,0,1,0
1208,14.07,7,0.0,6.8943,0,0,1,0,0,1,0,0,1,0,0,0,1,0
1209,41.86,7,0.0,10.465,0,0,1,0,0,1,0,0,1,0,0,0,1,0
1210,8.544,2,0.2,2.8836,0,0,1,0,0,1,0,0,1,0,0,0,1,0
1211,579.136,4,0.2,21.7176,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1212,141.372,2,0.3,-48.4704,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1213,3.036,2,0.7,-2.3276,0,0,0,1,0,1,0,0,1,0,0,0,1,0
1214,4.503,1,0.7,-3.6024,0,0,0,1,0,1,0,0,1,0,0,0,1,0
1215,4.672,1,0.2,1.5768,0,0,0,1,0,1,0,0,1,0,0,0,1,0
1216,95.88,3,0.2,28.764,0,0,0,1,0,1,0,0,1,0,0,0,0,1
1217,17.024,2,0.2,1.7024,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1218,258.696,3,0.2,64.674,0,0,0,1,0,1,0,0,1,0,0,0,0,1
1219,1931.958,7,0.4,-386.3916,0,0,0,1,0,1,0,0,1,0,0,0,0,1
1220,249.75,9,0.0,44.955,0,0,0,1,0,0,1,0,0,0,1,0,1,0
1221,255.936,8,0.2,28.7928,0,0,0,1,0,0,1,0,0,0,1,0,0,1
1222,113.79,3,0.0,20.4822,1,0,0,0,1,0,0,0,1,0,0,1,0,0
1223,78.15,1,0.0,34.386,1,0,0,0,1,0,0,0,1,0,0,0,0,1
1224,1.728,1,0.2,0.6048,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1225,40.56,4,0.0,19.8744,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1226,182.94,3,0.0,3.6588,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1227,193.86,2,0.0,11.6316,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1228,15.28,2,0.0,7.4872,0,0,0,1,1,0,0,0,0,0,1,0,1,0
1229,8.73,1,0.0,2.9682,0,0,0,1,1,0,0,0,0,0,1,1,0,0
1230,5.68,2,0.0,1.7608,0,0,0,1,1,0,0,0,0,0,1,0,1,0
1231,2.78,2,0.0,0.7228,0,0,1,0,1,0,0,0,1,0,0,0,1,0
1232,79.96,2,0.0,35.982,0,0,1,0,1,0,0,0,1,0,0,0,1,0
1233,839.988,2,0.4,69.999,1,0,0,0,0,1,0,0,1,0,0,0,0,1
1234,47.952,3,0.2,13.7862,0,1,0,0,1,0,0,0,0,1,0,1,0,0
1235,37.425,5,0.7,-29.94,0,1,0,0,1,0,0,0,0,1,0,0,1,0
1236,63.968,2,0.2,0.0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
1237,165.048,3,0.2,41.262,0,1,0,0,1,0,0,0,0,1,0,1,0,0
1238,12.35,1,0.0,5.434,0,0,0,1,1,0,0,0,0,0,1,1,0,0
1239,40.97,1,0.0,10.6522,0,0,0,1,1,0,0,0,0,0,1,0,1,0
1240,22.96,2,0.0,10.7912,0,0,0,1,1,0,0,0,0,0,1,0,1,0
1241,22.0,4,0.0,5.5,0,0,0,1,0,0,1,0,1,0,0,0,0,1
1242,398.352,3,0.2,124.485,0,0,0,1,1,0,0,0,1,0,0,0,1,0
1243,8.72,4,0.0,3.5752,0,0,0,1,1,0,0,0,1,0,0,0,1,0
1244,48.69,9,0.0,23.8581,0,0,0,1,1,0,0,0,0,1,0,0,1,0
1245,764.688,6,0.2,95.586,0,0,1,0,1,0,0,0,0,0,1,1,0,0
1246,3610.848,12,0.2,135.4068,0,0,1,0,1,0,0,0,0,0,1,1,0,0
1247,254.9745,3,0.15,11.9988,0,0,1,0,1,0,0,0,0,0,1,1,0,0
1248,38.82,6,0.0,17.469,0,0,0,1,1,0,0,0,1,0,0,0,1,0
1249,1141.938,9,0.1,139.5702,0,0,0,1,1,0,0,0,1,0,0,1,0,0
1250,1704.56,13,0.0,511.368,0,0,0,1,1,0,0,0,1,0,0,0,1,0
1251,3.2,2,0.0,1.376,0,0,0,1,1,0,0,0,1,0,0,0,1,0
1252,1099.96,4,0.0,285.9896,0,0,0,1,1,0,0,1,0,0,0,0,0,1
1253,5.248,2,0.2,0.5904,0,0,0,1,0,0,1,0,1,0,0,0,1,0
1254,35.91,3,0.4,-8.379,0,0,0,1,0,0,1,0,1,0,0,0,0,1
1255,6.696,1,0.2,0.5022,0,0,0,1,0,0,1,0,1,0,0,1,0,0
1256,43.872,2,0.2,11.5164,0,0,0,1,0,0,1,0,1,0,0,1,0,0
1257,27.882,3,0.7,-20.4468,0,0,1,0,0,0,1,0,0,1,0,0,1,0
1258,540.048,3,0.2,-47.2542,0,0,1,0,0,0,1,0,0,1,0,0,1,0
1259,255.68,8,0.2,76.704,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1260,863.88,3,0.2,107.985,0,0,0,1,1,0,0,0,0,1,0,0,0,1
1261,17.616,4,0.7,-14.0928,0,0,0,1,0,1,0,0,0,1,0,0,1,0
1262,17.472,3,0.2,6.3336,0,0,1,0,1,0,0,0,1,0,0,0,1,0
1263,69.9,2,0.0,18.873,1,0,0,0,1,0,0,1,0,0,0,0,0,1
1264,41.85,5,0.0,10.881,1,0,0,0,1,0,0,1,0,0,0,1,0,0
1265,6.57,3,0.0,1.7739,0,0,0,1,1,0,0,0,0,0,1,0,1,0
1266,142.86,1,0.0,41.4294,0,0,0,1,0,1,0,0,0,0,1,0,1,0
1267,292.272,6,0.2,18.267,0,0,0,1,0,1,0,0,0,0,1,1,0,0
1268,29.328,3,0.2,3.666,0,0,0,1,0,1,0,0,0,0,1,1,0,0
1269,12.48,2,0.0,5.616,0,0,0,1,1,0,0,0,0,1,0,0,1,0
1270,102.336,4,0.2,-12.792,0,0,0,1,0,1,0,1,0,0,0,0,1,0
1271,48.792,3,0.8,-126.8592,0,0,0,1,0,1,0,1,0,0,0,0,1,0
1272,44.848,8,0.8,-67.272,0,0,0,1,0,1,0,1,0,0,0,0,1,0
1273,10.368,2,0.2,3.6288,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1274,388.43,5,0.3,-88.784,0,1,0,0,1,0,0,1,0,0,0,1,0,0
1275,14.352,3,0.2,5.2026,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1276,63.992,1,0.2,-7.1991,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1277,86.352,3,0.2,5.397,0,0,0,1,1,0,0,1,0,0,0,0,1,0
1278,32.97,3,0.0,12.8583,1,0,0,0,0,1,0,0,0,1,0,0,0,1
1279,83.88,4,0.0,30.1968,1,0,0,0,0,1,0,0,0,1,0,0,0,1
1280,278.4,3,0.0,80.736,1,0,0,0,1,0,0,1,0,0,0,0,0,1
1281,15.12,3,0.2,4.914,1,0,0,0,1,0,0,0,0,1,0,0,1,0
1282,17.43,1,0.7,-13.363,1,0,0,0,1,0,0,0,0,1,0,0,1,0
1283,251.64,3,0.2,88.074,1,0,0,0,1,0,0,0,0,1,0,0,1,0
1284,2.772,7,0.8,-4.851,0,0,0,1,1,0,0,1,0,0,0,0,1,0
1285,14.9,5,0.0,1.043,0,0,0,1,1,0,0,0,1,0,0,0,1,0
1286,15.48,3,0.0,4.4892,0,0,0,1,0,0,1,0,1,0,0,0,1,0
1287,39.88,2,0.0,11.1664,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1288,12.192,4,0.2,4.1148,0,0,0,1,0,1,0,0,1,0,0,0,1,0
1289,20.82,3,0.0,7.4952,0,0,0,1,0,1,0,0,1,0,0,0,1,0
1290,13.216,4,0.2,4.4604,1,0,0,0,0,0,1,0,0,0,1,0,1,0
1291,32.4,5,0.0,15.552,1,0,0,0,0,0,1,0,0,0,1,0,1,0
1292,32.94,3,0.0,9.2232,0,0,0,1,1,0,0,0,0,0,1,0,1,0
1293,114.2,5,0.0,52.532,0,0,0,1,1,0,0,0,0,0,1,0,1,0
1294,3.08,1,0.0,1.4784,0,0,0,1,1,0,0,0,0,0,1,0,1,0
1295,845.728,13,0.2,84.5728,0,0,0,1,1,0,0,0,0,0,1,0,1,0
1296,13.904,2,0.2,4.5188,0,0,0,1,0,1,0,0,0,0,1,0,1,0
1297,20.72,2,0.2,6.475,0,0,0,1,0,1,0,0,0,0,1,0,1,0
1298,114.95,5,0.0,2.299,0,0,1,0,0,1,0,1,0,0,0,0,0,1
1299,26.96,2,0.0,7.0096,1,0,0,0,1,0,0,0,0,0,1,0,1,0
1300,572.76,6,0.0,166.1004,0,0,1,0,1,0,0,0,0,1,0,1,0,0
1301,286.38,3,0.0,83.0502,0,0,1,0,1,0,0,0,0,1,0,1,0,0
